Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      1.05     0.00       51     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&)
  0.00      1.05     0.00       49     0.00     0.00  bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&)
  0.00      1.05     0.00       45     0.00     0.00  int* std::__niter_base<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)
  0.00      1.05     0.00       42     0.00     0.00  void __gnu_cxx::new_allocator<int>::construct<int, int>(int*, int&&)
  0.00      1.05     0.00       42     0.00     0.00  void std::allocator_traits<std::allocator<int> >::construct<int, int>(std::allocator<int>&, int*, int&&)
  0.00      1.05     0.00       42     0.00     0.00  void std::vector<int, std::allocator<int> >::emplace_back<int>(int&&)
  0.00      1.05     0.00       42     0.00     0.00  std::vector<int, std::allocator<int> >::push_back(int&&)
  0.00      1.05     0.00       39     0.00     0.00  __gnu_cxx::new_allocator<Move>::max_size() const
  0.00      1.05     0.00       35     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator++()
  0.00      1.05     0.00       35     0.00     0.00  bool __gnu_cxx::__ops::_Iter_less_iter::operator()<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) const
  0.00      1.05     0.00       35     0.00     0.00  void std::_Destroy_aux<true>::__destroy<int*>(int*, int*)
  0.00      1.05     0.00       35     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long)
  0.00      1.05     0.00       35     0.00     0.00  void std::_Destroy<int*>(int*, int*)
  0.00      1.05     0.00       35     0.00     0.00  void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&)
  0.00      1.05     0.00       30     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)
  0.00      1.05     0.00       29     0.00     0.00  std::_Vector_base<Move, std::allocator<Move> >::_M_get_Tp_allocator()
  0.00      1.05     0.00       28     0.00     0.00  __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long)
  0.00      1.05     0.00       28     0.00     0.00  __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*)
  0.00      1.05     0.00       28     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator--()
  0.00      1.05     0.00       28     0.00     0.00  bool __gnu_cxx::__ops::_Val_less_iter::operator()<int, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(int&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) const
  0.00      1.05     0.00       28     0.00     0.00  std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const
  0.00      1.05     0.00       28     0.00     0.00  int* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*)
  0.00      1.05     0.00       28     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long)
  0.00      1.05     0.00       28     0.00     0.00  std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long)
  0.00      1.05     0.00       28     0.00     0.00  std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long)
  0.00      1.05     0.00       28     0.00     0.00  int* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*)
  0.00      1.05     0.00       28     0.00     0.00  void std::vector<int, std::allocator<int> >::_M_emplace_back_aux<int>(int&&)
  0.00      1.05     0.00       28     0.00     0.00  int* std::__copy_move_a<true, int*, int*>(int*, int*, int*)
  0.00      1.05     0.00       28     0.00     0.00  int* std::__copy_move_a2<true, int*, int*>(int*, int*, int*)
  0.00      1.05     0.00       28     0.00     0.00  int* std::uninitialized_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*)
  0.00      1.05     0.00       28     0.00     0.00  int* std::__uninitialized_copy_a<std::move_iterator<int*>, int*, int>(std::move_iterator<int*>, std::move_iterator<int*>, int*, std::allocator<int>&)
  0.00      1.05     0.00       28     0.00     0.00  int* std::__uninitialized_move_if_noexcept_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&)
  0.00      1.05     0.00       28     0.00     0.00  int* std::copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*)
  0.00      1.05     0.00       26     0.00     0.00  std::_Vector_base<Move, std::allocator<Move> >::_M_get_Tp_allocator() const
  0.00      1.05     0.00       26     0.00     0.00  std::vector<Move, std::allocator<Move> >::max_size() const
  0.00      1.05     0.00       26     0.00     0.00  std::move_iterator<Move*>::move_iterator(Move*)
  0.00      1.05     0.00       26     0.00     0.00  std::allocator_traits<std::allocator<Move> >::max_size(std::allocator<Move> const&)
  0.00      1.05     0.00       26     0.00     0.00  std::move_iterator<Move*> std::__make_move_if_noexcept_iterator<Move, std::move_iterator<Move*> >(Move*)
  0.00      1.05     0.00       25     0.00     0.00  __gnu_cxx::new_allocator<std::vector<Cell, std::allocator<Cell> > >::max_size() const
  0.00      1.05     0.00       22     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator+(long) const
  0.00      1.05     0.00       21     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&)
  0.00      1.05     0.00       20     0.00     0.00  __gnu_cxx::__ops::__val_comp_iter(__gnu_cxx::__ops::_Iter_less_iter)
  0.00      1.05     0.00       20     0.00     0.00  std::_Vector_base<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > >::_M_get_Tp_allocator()
  0.00      1.05     0.00       20     0.00     0.00  void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Val_less_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Val_less_iter)
  0.00      1.05     0.00       16     0.00     0.00  std::_Vector_base<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > >::_M_get_Tp_allocator() const
  0.00      1.05     0.00       16     0.00     0.00  std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > >::max_size() const
  0.00      1.05     0.00       16     0.00     0.00  std::move_iterator<std::vector<Cell, std::allocator<Cell> >*>::move_iterator(std::vector<Cell, std::allocator<Cell> >*)
  0.00      1.05     0.00       16     0.00     0.00  std::allocator_traits<std::allocator<std::vector<Cell, std::allocator<Cell> > > >::max_size(std::allocator<std::vector<Cell, std::allocator<Cell> > > const&)
  0.00      1.05     0.00       16     0.00     0.00  std::move_iterator<std::vector<Cell, std::allocator<Cell> >*> std::__make_move_if_noexcept_iterator<std::vector<Cell, std::allocator<Cell> >, std::move_iterator<std::vector<Cell, std::allocator<Cell> >*> >(std::vector<Cell, std::allocator<Cell> >*)
  0.00      1.05     0.00       15     0.00     0.00  void std::_Destroy_aux<true>::__destroy<Move*>(Move*, Move*)
  0.00      1.05     0.00       15     0.00     0.00  std::_Vector_base<Move, std::allocator<Move> >::_M_deallocate(Move*, unsigned long)
  0.00      1.05     0.00       15     0.00     0.00  int* std::__copy_move_backward<true, true, std::random_access_iterator_tag>::__copy_move_b<int>(int const*, int const*, int*)
  0.00      1.05     0.00       15     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::move_backward<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)
  0.00      1.05     0.00       15     0.00     0.00  int* std::__copy_move_backward_a<true, int*, int*>(int*, int*, int*)
  0.00      1.05     0.00       15     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__copy_move_backward_a2<true, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)
  0.00      1.05     0.00       15     0.00     0.00  void std::_Destroy<Move*>(Move*, Move*)
  0.00      1.05     0.00       15     0.00     0.00  void std::_Destroy<Move*, Move>(Move*, Move*, std::allocator<Move>&)
  0.00      1.05     0.00       13     0.00     0.00  __gnu_cxx::new_allocator<Move>::deallocate(Move*, unsigned long)
  0.00      1.05     0.00       13     0.00     0.00  __gnu_cxx::new_allocator<Move>::allocate(unsigned long, void const*)
  0.00      1.05     0.00       13     0.00     0.00  std::vector<Move, std::allocator<Move> >::_M_check_len(unsigned long, char const*) const
  0.00      1.05     0.00       13     0.00     0.00  std::_Vector_base<Move, std::allocator<Move> >::_M_allocate(unsigned long)
  0.00      1.05     0.00       13     0.00     0.00  std::allocator_traits<std::allocator<Move> >::deallocate(std::allocator<Move>&, Move*, unsigned long)
  0.00      1.05     0.00       13     0.00     0.00  std::allocator_traits<std::allocator<Move> >::allocate(std::allocator<Move>&, unsigned long)
  0.00      1.05     0.00       13     0.00     0.00  Move* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<Move*>, Move*>(std::move_iterator<Move*>, std::move_iterator<Move*>, Move*)
  0.00      1.05     0.00       13     0.00     0.00  void std::vector<Move, std::allocator<Move> >::_M_emplace_back_aux<Move>(Move&&)
  0.00      1.05     0.00       13     0.00     0.00  Move* std::uninitialized_copy<std::move_iterator<Move*>, Move*>(std::move_iterator<Move*>, std::move_iterator<Move*>, Move*)
  0.00      1.05     0.00       13     0.00     0.00  Move* std::__uninitialized_copy_a<std::move_iterator<Move*>, Move*, Move>(std::move_iterator<Move*>, std::move_iterator<Move*>, Move*, std::allocator<Move>&)
  0.00      1.05     0.00       13     0.00     0.00  Move* std::__uninitialized_move_if_noexcept_a<Move*, Move*, std::allocator<Move> >(Move*, Move*, Move*, std::allocator<Move>&)
  0.00      1.05     0.00       12     0.00     0.00  __gnu_cxx::new_allocator<Faction>::max_size() const
  0.00      1.05     0.00       12     0.00     0.00  Faction* std::__niter_base<Faction*>(Faction*)
  0.00      1.05     0.00       11     0.00     0.00  void std::_Destroy_aux<false>::__destroy<std::vector<Cell, std::allocator<Cell> >*>(std::vector<Cell, std::allocator<Cell> >*, std::vector<Cell, std::allocator<Cell> >*)
  0.00      1.05     0.00       11     0.00     0.00  std::_Vector_base<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > >::_M_deallocate(std::vector<Cell, std::allocator<Cell> >*, unsigned long)
  0.00      1.05     0.00       11     0.00     0.00  void std::_Destroy<std::vector<Cell, std::allocator<Cell> >*>(std::vector<Cell, std::allocator<Cell> >*, std::vector<Cell, std::allocator<Cell> >*)
  0.00      1.05     0.00       11     0.00     0.00  void std::_Destroy<std::vector<Cell, std::allocator<Cell> >*, std::vector<Cell, std::allocator<Cell> > >(std::vector<Cell, std::allocator<Cell> >*, std::vector<Cell, std::allocator<Cell> >*, std::allocator<std::vector<Cell, std::allocator<Cell> > >&)
  0.00      1.05     0.00        9     0.00     0.00  __gnu_cxx::new_allocator<std::vector<Cell, std::allocator<Cell> > >::deallocate(std::vector<Cell, std::allocator<Cell> >*, unsigned long)
  0.00      1.05     0.00        9     0.00     0.00  __gnu_cxx::new_allocator<std::vector<Cell, std::allocator<Cell> > >::allocate(unsigned long, void const*)
  0.00      1.05     0.00        9     0.00     0.00  std::_Vector_base<Faction, std::allocator<Faction> >::_M_get_Tp_allocator()
  0.00      1.05     0.00        9     0.00     0.00  std::_Vector_base<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > >::_M_allocate(unsigned long)
  0.00      1.05     0.00        9     0.00     0.00  std::allocator_traits<std::allocator<std::vector<Cell, std::allocator<Cell> > > >::deallocate(std::allocator<std::vector<Cell, std::allocator<Cell> > >&, std::vector<Cell, std::allocator<Cell> >*, unsigned long)
  0.00      1.05     0.00        9     0.00     0.00  std::allocator_traits<std::allocator<std::vector<Cell, std::allocator<Cell> > > >::allocate(std::allocator<std::vector<Cell, std::allocator<Cell> > >&, unsigned long)
  0.00      1.05     0.00        9     0.00     0.00  std::remove_reference<Move*&>::type&& std::move<Move*&>(Move*&)
  0.00      1.05     0.00        8     0.00     0.00  std::_Vector_base<Faction, std::allocator<Faction> >::_M_get_Tp_allocator() const
  0.00      1.05     0.00        8     0.00     0.00  std::move_iterator<Faction*>::base() const
  0.00      1.05     0.00        8     0.00     0.00  std::vector<Faction, std::allocator<Faction> >::max_size() const
  0.00      1.05     0.00        8     0.00     0.00  std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > >::_M_check_len(unsigned long, char const*) const
  0.00      1.05     0.00        8     0.00     0.00  std::move_iterator<Faction*>::move_iterator(Faction*)
  0.00      1.05     0.00        8     0.00     0.00  std::allocator_traits<std::allocator<Faction> >::max_size(std::allocator<Faction> const&)
  0.00      1.05     0.00        8     0.00     0.00  std::vector<Cell, std::allocator<Cell> >* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<std::vector<Cell, std::allocator<Cell> >*>, std::vector<Cell, std::allocator<Cell> >*>(std::move_iterator<std::vector<Cell, std::allocator<Cell> >*>, std::move_iterator<std::vector<Cell, std::allocator<Cell> >*>, std::vector<Cell, std::allocator<Cell> >*)
  0.00      1.05     0.00        8     0.00     0.00  void std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > >::_M_emplace_back_aux<std::vector<Cell, std::allocator<Cell> > const&>(std::vector<Cell, std::allocator<Cell> > const&)
  0.00      1.05     0.00        8     0.00     0.00  decltype (__miter_base(({parm#1}.base)())) std::__miter_base<Faction*>(std::move_iterator<Faction*>)
